distribution,n,run,qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,total
laplace,53,run_3,955760.0,20.0,198.4,26911.3,11232.7,20.54,3491.0,24868.0,997395.0
laplace,53,run_4,955760.0,20.0,198.4,28601.7,11256.3,20.54,3376.0,28010.0,998994.0
laplace,53,run_5,955760.0,20.0,198.4,25263.49,11179.51,20.54,951.0,13468.0,993154.0
laplace,54,run_1,955760.0,20.0,198.4,29257.5,11256.5,20.54,1551.0,10087.0,997825.0
laplace,54,run_2,955760.0,20.0,198.4,25525.69,11181.31,20.54,949.0,12538.0,993416.0
laplace,54,run_3,955760.0,20.0,198.4,28480.5,11290.5,20.54,1782.0,15317.0,997313.0
laplace,54,run_4,955760.0,20.0,198.4,28198.5,11272.5,20.54,1114.0,17287.0,996345.0
laplace,54,run_5,955760.0,20.0,198.4,29312.5,11267.5,20.54,1252.0,17164.0,997592.0
laplace,55,run_1,955760.0,20.0,198.4,28982.3,11261.7,20.54,1985.0,13069.0,997989.0
laplace,55,run_2,955760.0,20.0,198.4,29356.9,11273.1,20.54,908.0,12125.0,997298.0
laplace,55,run_3,955760.0,20.0,198.4,28364.3,11266.7,20.54,783.0,12499.0,996174.0
laplace,55,run_4,955760.0,20.0,198.4,29386.3,11276.7,20.54,1271.0,24973.0,997694.0
laplace,55,run_5,955760.0,20.0,198.4,27875.1,11277.9,20.54,964.0,14338.0,995877.0
laplace,56,run_1,955760.0,20.0,198.4,27626.5,11277.5,20.54,1453.0,10498.0,996117.0
laplace,56,run_2,955760.0,20.0,198.4,29463.69,11191.31,20.54,867.0,11479.0,997282.0
laplace,56,run_3,955760.0,20.0,198.4,29994.5,11286.5,20.54,1946.0,16381.0,998987.0
laplace,56,run_4,955760.0,20.0,198.4,30081.7,11269.3,20.54,1976.0,14677.0,999087.0
laplace,56,run_5,955760.0,20.0,198.4,28743.09,11176.91,20.54,2027.0,15823.0,997707.0
laplace,57,run_1,955760.0,20.0,198.4,29246.3,11306.7,20.54,1452.0,13924.0,997765.0
laplace,57,run_2,955760.0,20.0,198.4,27856.5,11274.5,20.54,1670.0,10490.0,996561.0
laplace,57,run_3,955760.0,20.0,198.4,27490.9,11276.1,20.54,1433.0,15188.0,995960.0
laplace,57,run_4,955760.0,20.0,198.4,28015.7,11272.3,20.54,1194.0,12839.0,996242.0
laplace,57,run_5,955760.0,20.0,198.4,28563.3,11268.7,20.54,2424.0,16943.0,998016.0
laplace,58,run_1,955760.0,20.0,198.4,29113.3,11278.7,20.54,2434.0,12673.0,998586.0
laplace,58,run_2,955760.0,20.0,198.4,29266.9,11277.1,20.54,1631.0,13983.0,997935.0
laplace,58,run_3,955760.0,20.0,198.4,29266.3,11305.7,20.54,2098.0,13193.0,998430.0
laplace,58,run_4,955760.0,20.0,198.4,30518.1,11288.9,20.54,2592.0,18726.0,1000159.0
laplace,58,run_5,955760.0,20.0,198.4,27617.7,11278.3,20.54,1129.0,12233.0,995785.0
laplace,59,run_1,955760.0,20.0,198.4,31517.1,11274.9,20.54,1763.0,13564.0,1000315.0
laplace,59,run_2,955760.0,20.0,198.4,29994.5,11281.5,20.54,2388.0,14127.0,999424.0
laplace,59,run_3,955760.0,20.0,198.4,31006.5,11289.5,20.54,1477.0,16631.0,999533.0
laplace,59,run_4,955760.0,20.0,198.4,31080.1,11260.9,20.54,2603.0,11938.0,1000704.0
laplace,59,run_5,955760.0,20.0,198.4,28733.1,11293.9,20.54,4052.0,15541.0,999839.0
laplace,6,run_1,955760.0,20.0,198.4,2237.29,10711.71,20.54,2355.0,2355.0,971064.0
laplace,6,run_2,955760.0,20.0,198.4,2987.09,10700.91,20.54,526.0,526.0,969974.0
laplace,6,run_3,955760.0,20.0,198.4,2228.89,10710.11,20.54,2233.0,2233.0,970932.0
laplace,6,run_4,955760.0,20.0,198.4,1947.3,10789.7,20.54,2541.0,2541.0,971038.0
laplace,6,run_5,955760.0,20.0,198.4,2912.7,10789.3,20.54,4050.0,4050.0,973512.0
laplace,60,run_1,955760.0,20.0,198.4,28860.3,11252.7,20.54,1471.0,20298.0,997344.0
laplace,60,run_2,955760.0,20.0,198.4,31219.29,11227.71,20.54,1713.0,12046.0,999920.0
laplace,60,run_3,955760.0,20.0,198.4,29894.9,11306.1,20.54,1896.0,16971.0,998857.0
laplace,60,run_4,955760.0,20.0,198.4,32936.1,11295.9,20.54,2451.0,21004.0,1002443.0
laplace,60,run_5,955760.0,20.0,198.4,32042.09,11202.91,20.54,1493.0,11413.0,1000498.0
laplace,61,run_1,955760.0,20.0,198.4,29192.9,11285.1,20.54,2669.0,17667.0,998907.0
laplace,61,run_2,955760.0,20.0,198.4,32297.89,11216.11,20.54,1952.0,16794.0,1001226.0
laplace,61,run_3,955760.0,20.0,198.4,32211.1,11313.9,20.54,1812.0,12672.0,1001097.0
laplace,61,run_4,955760.0,20.0,198.4,31113.29,11199.71,20.54,1739.0,15029.0,999812.0
laplace,61,run_5,955760.0,20.0,198.4,31874.7,11281.3,20.54,3792.0,16787.0,1002708.0
laplace,62,run_1,955760.0,20.0,198.4,32701.9,11318.1,20.54,2055.0,14993.0,1001835.0
laplace,62,run_2,955760.0,20.0,198.4,33321.5,11321.5,20.54,3867.0,29826.0,1004270.0
laplace,62,run_3,955760.0,20.0,198.4,31310.5,11285.5,20.54,3587.0,27971.0,1001943.0
laplace,62,run_4,955760.0,20.0,198.4,32655.5,11296.5,20.54,3538.0,27593.0,1003250.0
laplace,62,run_5,955760.0,20.0,198.4,31370.3,11307.7,20.54,3631.0,28406.0,1002069.0
laplace,63,run_1,955760.0,20.0,198.4,32682.89,11205.11,20.54,3648.0,31088.0,1003296.0
laplace,63,run_2,955760.0,20.0,198.4,33740.3,11313.7,20.54,5512.0,30407.0,1006326.0
laplace,63,run_3,955760.0,20.0,198.4,33071.3,11291.7,20.54,1962.0,18322.0,1002085.0
laplace,63,run_4,955760.0,20.0,198.4,33501.29,11213.71,20.54,1664.0,19543.0,1002139.0
laplace,63,run_5,955760.0,20.0,198.4,31614.3,11310.7,20.54,1941.0,15795.0,1000626.0
laplace,64,run_1,955760.0,20.0,198.4,35082.09,11237.91,20.54,1765.0,16588.0,1003845.0
laplace,64,run_2,955760.0,20.0,198.4,32297.09,11223.91,20.54,3780.0,27086.0,1003061.0
laplace,64,run_3,955760.0,20.0,198.4,34986.3,11310.7,20.54,3542.0,32278.0,1005599.0
laplace,64,run_4,955760.0,20.0,198.4,32833.3,11301.7,20.54,2034.0,15117.0,1001929.0
laplace,64,run_5,955760.0,20.0,198.4,32186.29,11243.71,20.54,1902.0,14409.0,1001092.0
laplace,65,run_1,955760.0,20.0,198.4,31259.9,11318.1,20.54,2420.0,16551.0,1000758.0
laplace,65,run_2,955760.0,20.0,198.4,34264.1,11312.9,20.54,1321.0,19736.0,1002658.0
laplace,65,run_3,955760.0,20.0,198.4,33408.89,11220.11,20.54,1718.0,14968.0,1002107.0
laplace,65,run_4,955760.0,20.0,198.4,32108.29,11255.71,20.54,2103.0,13253.0,1001227.0
laplace,65,run_5,955760.0,20.0,198.4,35145.5,11334.5,20.54,1166.0,14799.0,1003406.0
laplace,7,run_1,955760.0,20.0,198.4,2150.1,10795.9,20.54,2429.0,2429.0,971135.0
laplace,7,run_2,955760.0,20.0,198.4,2232.69,10720.31,20.54,2187.0,2187.0,970900.0
laplace,7,run_3,955760.0,20.0,198.4,3478.3,10794.7,20.54,2291.0,2291.0,972324.0
laplace,7,run_4,955760.0,20.0,198.4,2519.7,10796.3,20.54,1041.0,1041.0,970117.0
laplace,7,run_5,955760.0,20.0,198.4,2164.7,10800.3,20.54,517.0,517.0,969242.0
laplace,8,run_1,955760.0,20.0,198.4,3305.69,10724.31,20.54,1285.0,1285.0,971075.0
laplace,8,run_2,955760.0,20.0,198.4,2416.89,10722.11,20.54,492.0,492.0,969391.0
laplace,8,run_3,955760.0,20.0,198.4,1810.29,10728.71,20.54,1605.0,1605.0,969904.0
laplace,8,run_4,955760.0,20.0,198.4,3554.89,10729.11,20.54,658.0,658.0,970702.0
laplace,8,run_5,955760.0,20.0,198.4,2879.09,10727.91,20.54,1065.0,1065.0,970432.0
laplace,9,run_1,955760.0,20.0,198.4,5113.69,10730.31,20.54,1228.0,1228.0,972832.0
laplace,9,run_2,955760.0,20.0,198.4,2909.5,10818.5,20.54,1628.0,1628.0,971116.0
laplace,9,run_3,955760.0,20.0,198.4,2415.7,10812.3,20.54,2432.0,2432.0,971420.0
laplace,9,run_4,955760.0,20.0,198.4,2110.9,10816.1,20.54,2449.0,2449.0,971136.0
laplace,9,run_5,955760.0,20.0,198.4,2180.29,10731.71,20.54,892.0,892.0,969564.0
normal,10,run_1,955760.0,20.0,198.4,2854.1,10826.9,20.54,1289.0,1289.0,970730.0
normal,10,run_2,955760.0,20.0,198.4,3759.3,10766.7,20.54,1099.0,1099.0,971385.0
normal,10,run_3,955760.0,20.0,198.4,3241.9,10832.1,20.54,755.0,755.0,970589.0
normal,10,run_4,955760.0,20.0,198.4,4050.3,10834.7,20.54,2502.0,2502.0,973147.0
normal,10,run_5,955760.0,20.0,198.4,3186.1,10828.9,20.54,4114.0,4114.0,973889.0
normal,11,run_1,955760.0,20.0,198.4,3302.5,10780.5,20.54,4256.0,4256.0,974099.0
normal,11,run_2,955760.0,20.0,198.4,3628.5,10758.5,20.54,5190.0,5190.0,975337.0
normal,11,run_3,955760.0,20.0,198.4,4057.3,10842.7,20.54,2513.0,2513.0,973173.0
normal,11,run_4,955760.0,20.0,198.4,3064.5,10858.5,20.54,2469.0,2469.0,972152.0
normal,11,run_5,955760.0,20.0,198.4,2091.5,10843.5,20.54,2443.0,2443.0,971138.0
normal,12,run_1,955760.0,20.0,198.4,3225.9,10800.1,20.54,1231.0,1231.0,971017.0
normal,12,run_2,955760.0,20.0,198.4,4302.5,10774.5,20.54,780.0,780.0,971617.0
normal,12,run_3,955760.0,20.0,198.4,3332.5,10843.5,20.54,1032.0,1032.0,970968.0
normal,12,run_4,955760.0,20.0,198.4,3085.7,10854.3,20.54,2022.0,2022.0,971722.0
normal,12,run_5,955760.0,20.0,198.4,2949.3,10856.7,20.54,795.0,795.0,970361.0
normal,13,run_1,955760.0,20.0,198.4,3763.3,10808.7,20.54,1100.0,1100.0,971432.0
normal,13,run_2,955760.0,20.0,198.4,2375.3,10798.7,20.54,2273.0,2273.0,971207.0
normal,13,run_3,955760.0,20.0,198.4,3406.3,10798.7,20.54,983.0,983.0,970948.0
normal,13,run_4,955760.0,20.0,198.4,4282.1,10879.9,20.54,912.0,912.0,971834.0
normal,13,run_5,955760.0,20.0,198.4,3129.5,10890.5,20.54,3068.0,3068.0,972848.0
normal,14,run_1,955760.0,20.0,198.4,4375.3,10817.7,20.54,509.0,1553.0,971462.0
normal,14,run_2,955760.0,20.0,198.4,4811.1,10807.9,20.54,1492.0,1492.0,972871.0
normal,14,run_3,955760.0,20.0,198.4,4759.1,10910.9,20.54,2120.0,3265.0,973550.0
normal,14,run_4,955760.0,20.0,198.4,3197.1,10894.9,20.54,2628.0,2628.0,972480.0
normal,14,run_5,955760.0,20.0,198.4,4421.5,10819.5,20.54,4010.0,7902.0,975011.0
normal,15,run_1,955760.0,20.0,198.4,6472.7,10812.3,20.54,2047.0,4501.0,975092.0
normal,15,run_2,955760.0,20.0,198.4,5076.1,10907.9,20.54,2155.0,6346.0,973899.0
normal,15,run_3,955760.0,20.0,198.4,4302.5,10912.5,20.54,3206.0,5728.0,974181.0
normal,15,run_4,955760.0,20.0,198.4,4805.7,10847.3,20.54,2132.0,6414.0,973545.0
normal,15,run_5,955760.0,20.0,198.4,4840.3,10830.7,20.54,3053.0,5497.0,974484.0
normal,16,run_1,955760.0,20.0,198.4,4663.3,10856.7,20.54,356.0,1384.0,971636.0
normal,16,run_2,955760.0,20.0,198.4,4417.1,10911.9,20.54,1476.0,1476.0,972565.0
normal,16,run_3,955760.0,20.0,198.4,3938.5,10923.5,20.54,2145.0,4640.0,972767.0
normal,16,run_4,955760.0,20.0,198.4,4744.3,10840.7,20.54,2225.0,4664.0,973570.0
normal,16,run_5,955760.0,20.0,198.4,4032.9,10865.1,20.54,2155.0,4961.0,972813.0
normal,17,run_1,955760.0,20.0,198.4,5684.3,10881.7,20.54,3969.0,5096.0,976295.0
normal,17,run_2,955760.0,20.0,198.4,4495.9,10891.1,20.54,2276.0,3853.0,973423.0
normal,17,run_3,955760.0,20.0,198.4,4303.3,10936.7,20.54,532.0,1507.0,971532.0
normal,17,run_4,955760.0,20.0,198.4,4081.1,10925.9,20.54,2979.0,2979.0,973746.0
normal,17,run_5,955760.0,20.0,198.4,5718.1,10871.9,20.54,3096.0,5791.0,975446.0
normal,18,run_1,955760.0,20.0,198.4,5674.1,10895.9,20.54,875.0,1713.0,973205.0
normal,18,run_2,955760.0,20.0,198.4,5752.1,10918.9,20.54,714.0,1720.0,973145.0
normal,18,run_3,955760.0,20.0,198.4,5644.5,10957.5,20.54,392.0,1361.0,972754.0
normal,18,run_4,955760.0,20.0,198.4,6645.7,10955.3,20.54,599.0,3160.0,973960.0
normal,18,run_5,955760.0,20.0,198.4,5290.1,10888.9,20.54,732.0,1885.0,972671.0
normal,19,run_1,955760.0,20.0,198.4,5330.5,10900.5,20.54,2478.0,3911.0,974469.0
normal,19,run_2,955760.0,20.0,198.4,5348.3,10990.7,20.54,695.0,1738.0,972794.0
normal,19,run_3,955760.0,20.0,198.4,5350.9,10983.1,20.54,792.0,2443.0,972886.0
normal,19,run_4,955760.0,20.0,198.4,6332.3,10981.7,20.54,798.0,2247.0,973872.0
normal,19,run_5,955760.0,20.0,198.4,5866.1,10913.9,20.54,869.0,1800.0,973409.0
normal,2,run_1,955760.0,20.0,198.4,2164.7,10765.3,20.54,338.0,338.0,969028.0
normal,2,run_2,955760.0,20.0,198.4,2916.1,10764.9,20.54,1980.0,1980.0,971421.0
normal,2,run_3,955760.0,20.0,198.4,1884.9,10765.1,20.54,808.0,808.0,969218.0
normal,2,run_4,955760.0,20.0,198.4,1818.1,10764.9,20.54,905.0,905.0,969248.0
normal,2,run_5,955760.0,20.0,198.4,2519.5,10694.5,20.54,439.0,439.0,969413.0
normal,20,run_1,955760.0,20.0,198.4,6246.3,10911.7,20.54,827.0,1964.0,973745.0
normal,20,run_2,955760.0,20.0,198.4,8168.7,10930.3,20.54,2114.0,3856.0,976973.0
normal,20,run_3,955760.0,20.0,198.4,7166.5,10994.5,20.54,2606.0,5266.0,976527.0
normal,20,run_4,955760.0,20.0,198.4,5728.5,10939.5,20.54,419.0,2145.0,972847.0
normal,20,run_5,955760.0,20.0,198.4,6010.9,10910.1,20.54,1067.0,1871.0,973748.0
normal,21,run_1,955760.0,20.0,198.4,7937.9,10954.1,20.54,353.0,3035.0,975005.0
normal,21,run_2,955760.0,20.0,198.4,6936.9,11011.1,20.54,299.0,2980.0,974007.0
normal,21,run_3,955760.0,20.0,198.4,6465.3,10942.7,20.54,511.0,1960.0,973679.0
normal,21,run_4,955760.0,20.0,198.4,6668.9,10936.1,20.54,1192.0,2320.0,974557.0
normal,21,run_5,955760.0,20.0,198.4,6604.7,10915.3,20.54,981.0,2140.0,974261.0
normal,22,run_1,955760.0,20.0,198.4,6734.3,11023.7,20.54,1055.0,2413.0,974573.0
normal,22,run_2,955760.0,20.0,198.4,9246.5,11033.5,20.54,760.0,2959.0,976800.0
normal,22,run_3,955760.0,20.0,198.4,7721.7,10946.3,20.54,355.0,3082.0,974783.0
normal,22,run_4,955760.0,20.0,198.4,7494.7,10965.3,20.54,381.0,2236.0,974601.0
normal,22,run_5,955760.0,20.0,198.4,8270.5,10959.5,20.54,639.0,3568.0,975629.0
normal,23,run_1,955760.0,20.0,198.4,7195.3,11027.7,20.54,1068.0,4038.0,975051.0
normal,23,run_2,955760.0,20.0,198.4,7690.7,11028.3,20.54,2422.0,6101.0,976901.0
normal,23,run_3,955760.0,20.0,198.4,6518.7,10942.3,20.54,2852.0,5728.0,976073.0
normal,23,run_4,955760.0,20.0,198.4,6201.1,10973.9,20.54,3042.0,5991.0,975977.0
normal,23,run_5,955760.0,20.0,198.4,10596.9,11047.1,20.54,3014.0,6162.0,980418.0
normal,24,run_1,955760.0,20.0,198.4,7091.3,10987.7,20.54,2976.0,7946.0,976815.0
normal,24,run_2,955760.0,20.0,198.4,7767.1,11039.9,20.54,3227.0,8591.0,977794.0
normal,24,run_3,955760.0,20.0,198.4,9948.1,11047.9,20.54,687.0,9282.0,977443.0
normal,24,run_4,955760.0,20.0,198.4,6823.5,11052.5,20.54,3070.0,6210.0,976706.0
normal,24,run_5,955760.0,20.0,198.4,8611.7,11030.3,20.54,1078.0,3024.0,976480.0
normal,25,run_1,955760.0,20.0,198.4,11577.5,11034.5,20.54,405.0,3965.0,978777.0
normal,25,run_2,955760.0,20.0,198.4,9753.1,11076.9,20.54,398.0,3512.0,976988.0
normal,25,run_3,955760.0,20.0,198.4,10346.7,10983.3,20.54,380.0,8515.0,977470.0
normal,25,run_4,955760.0,20.0,198.4,8561.7,11041.3,20.54,562.0,3398.0,975925.0
normal,25,run_5,955760.0,20.0,198.4,10329.1,11060.9,20.54,3341.0,9900.0,980491.0
normal,26,run_1,955760.0,20.0,198.4,8309.7,10998.3,20.54,1724.0,7529.0,976792.0
normal,26,run_2,955760.0,20.0,198.4,10138.5,11009.5,20.54,3527.0,9897.0,980435.0
normal,26,run_3,955760.0,20.0,198.4,8539.7,11088.3,20.54,748.0,6639.0,976136.0
normal,26,run_4,955760.0,20.0,198.4,10360.3,11078.7,20.54,2904.0,6704.0,980103.0
normal,26,run_5,955760.0,20.0,198.4,9695.5,11014.5,20.54,4177.0,11392.0,980647.0
normal,27,run_1,955760.0,20.0,198.4,11310.5,11073.5,20.54,525.0,5115.0,978669.0
normal,27,run_2,955760.0,20.0,198.4,8653.5,11089.5,20.54,771.0,4703.0,976274.0
normal,27,run_3,955760.0,20.0,198.4,10274.7,11001.3,20.54,855.0,3649.0,977891.0
normal,27,run_4,955760.0,20.0,198.4,10119.5,11071.5,20.54,452.0,3148.0,977403.0
normal,27,run_5,955760.0,20.0,198.4,9482.3,11011.7,20.54,1161.0,3747.0,977415.0
normal,28,run_1,955760.0,20.0,198.4,8613.5,11096.5,20.54,3503.0,12240.0,978973.0
normal,28,run_2,955760.0,20.0,198.4,10741.7,11077.3,20.54,940.0,5670.0,978519.0
normal,28,run_3,955760.0,20.0,198.4,12579.1,11088.9,20.54,684.0,5319.0,980112.0
normal,28,run_4,955760.0,20.0,198.4,11623.1,11030.9,20.54,957.0,3571.0,979371.0
normal,28,run_5,955760.0,20.0,198.4,10173.1,11015.9,20.54,1205.0,4676.0,978154.0
normal,29,run_1,955760.0,20.0,198.4,12603.7,11037.3,20.54,1144.0,4759.0,980545.0
normal,29,run_2,955760.0,20.0,198.4,11858.3,11019.7,20.54,369.0,6337.0,979007.0
normal,29,run_3,955760.0,20.0,198.4,14434.5,11095.5,20.54,735.0,5258.0,982025.0
normal,29,run_4,955760.0,20.0,198.4,13016.7,11024.3,20.54,364.0,3796.0,980165.0
normal,29,run_5,955760.0,20.0,198.4,10149.9,11089.1,20.54,1269.0,4810.0,978268.0
normal,3,run_1,955760.0,20.0,198.4,3088.1,10697.9,20.54,2097.0,2097.0,971643.0
normal,3,run_2,955760.0,20.0,198.4,2197.9,10765.1,20.54,673.0,673.0,969396.0
normal,3,run_3,955760.0,20.0,198.4,2311.5,10765.5,20.54,718.0,718.0,969555.0
normal,3,run_4,955760.0,20.0,198.4,1847.9,10765.1,20.54,335.0,335.0,968708.0
normal,3,run_5,955760.0,20.0,198.4,3164.1,10764.9,20.54,626.0,626.0,970315.0
normal,30,run_1,955760.0,20.0,198.4,10762.9,11120.1,20.54,1465.0,4546.0,979108.0
normal,30,run_2,955760.0,20.0,198.4,11662.9,11104.1,20.54,614.0,4670.0,979141.0
normal,30,run_3,955760.0,20.0,198.4,11573.5,11027.5,20.54,1194.0,4453.0,979555.0
normal,30,run_4,955760.0,20.0,198.4,14399.1,11119.9,20.54,3217.0,12784.0,984496.0
normal,30,run_5,955760.0,20.0,198.4,10443.9,11091.1,20.54,630.0,5715.0,977925.0
normal,31,run_1,955760.0,20.0,198.4,13913.3,11027.7,20.54,469.0,4664.0,981170.0
normal,31,run_2,955760.0,20.0,198.4,15063.9,11139.1,20.54,488.0,4818.0,982451.0
normal,31,run_3,955760.0,20.0,198.4,15373.9,11127.1,20.54,966.0,4592.0,983227.0
normal,31,run_4,955760.0,20.0,198.4,13078.3,11037.7,20.54,830.0,3850.0,980706.0
normal,31,run_5,955760.0,20.0,198.4,12574.1,11115.9,20.54,3177.0,12015.0,982627.0
normal,32,run_1,955760.0,20.0,198.4,10710.3,11057.7,20.54,3389.0,9855.0,980917.0
normal,32,run_2,955760.0,20.0,198.4,12019.3,11063.7,20.54,3451.0,9740.0,982294.0
normal,32,run_3,955760.0,20.0,198.4,11440.1,11121.9,20.54,1506.0,7836.0,979828.0
normal,32,run_4,955760.0,20.0,198.4,16215.5,11084.5,20.54,1006.0,5762.0,984066.0
normal,32,run_5,955760.0,20.0,198.4,15267.1,11045.9,20.54,1030.0,4502.0,983103.0
normal,33,run_1,955760.0,20.0,198.4,12546.1,11072.9,20.54,792.0,4158.0,980171.0
normal,33,run_2,955760.0,20.0,198.4,14951.9,11145.1,20.54,735.0,4904.0,982592.0
normal,33,run_3,955760.0,20.0,198.4,10581.1,11110.9,20.54,1509.0,4571.0,978961.0
normal,33,run_4,955760.0,20.0,198.4,12231.9,11064.1,20.54,1138.0,4635.0,980194.0
normal,33,run_5,955760.0,20.0,198.4,16365.3,11119.7,20.54,1391.0,5757.0,984636.0
normal,34,run_1,955760.0,20.0,198.4,13917.1,11058.9,20.54,1116.0,4207.0,981852.0
normal,34,run_2,955760.0,20.0,198.4,18071.1,11173.9,20.54,516.0,6194.0,985521.0
normal,34,run_3,955760.0,20.0,198.4,16762.3,11058.7,20.54,2630.0,15156.0,986211.0
normal,34,run_4,955760.0,20.0,198.4,13137.3,11132.7,20.54,1338.0,5811.0,981368.0
normal,34,run_5,955760.0,20.0,198.4,18680.9,11160.1,20.54,878.0,6814.0,986479.0
normal,35,run_1,955760.0,20.0,198.4,13353.1,11083.9,20.54,1822.0,5165.0,982019.0
normal,35,run_2,955760.0,20.0,198.4,17119.1,11158.9,20.54,1050.0,5383.0,985088.0
normal,35,run_3,955760.0,20.0,198.4,15537.1,11087.9,20.54,643.0,7651.0,983028.0
normal,35,run_4,955760.0,20.0,198.4,16434.3,11121.7,20.54,912.0,5240.0,984228.0
normal,35,run_5,955760.0,20.0,198.4,17091.3,11151.7,20.54,2493.0,15477.0,986496.0
normal,36,run_1,955760.0,20.0,198.4,17831.1,11118.9,20.54,741.0,7000.0,985451.0
normal,36,run_2,955760.0,20.0,198.4,17252.9,11148.1,20.54,693.0,6037.0,984854.0
normal,36,run_3,955760.0,20.0,198.4,16901.9,11106.1,20.54,3148.0,15051.0,986916.0
normal,36,run_4,955760.0,20.0,198.4,16709.1,11147.9,20.54,721.0,6686.0,984338.0
normal,36,run_5,955760.0,20.0,198.4,17691.5,11149.5,20.54,1317.0,6461.0,985918.0
normal,37,run_1,955760.0,20.0,198.4,21442.3,11192.7,20.54,1097.0,13671.0,989492.0
normal,37,run_2,955760.0,20.0,198.4,17451.3,11179.7,20.54,1402.0,10587.0,985793.0
normal,37,run_3,955760.0,20.0,198.4,20091.29,11104.71,20.54,1579.0,7670.0,988535.0
normal,37,run_4,955760.0,20.0,198.4,14206.3,11145.7,20.54,1406.0,10538.0,982518.0
normal,37,run_5,955760.0,20.0,198.4,14117.3,11165.7,20.54,1056.0,5612.0,982099.0
normal,38,run_1,955760.0,20.0,198.4,13438.3,11152.7,20.54,1290.0,8805.0,981641.0
normal,38,run_2,955760.0,20.0,198.4,21941.3,11206.7,20.54,857.0,7403.0,989765.0
normal,38,run_3,955760.0,20.0,198.4,20155.7,11158.3,20.54,821.0,10795.0,987895.0
normal,38,run_4,955760.0,20.0,198.4,13999.1,11164.9,20.54,1424.0,8596.0,982348.0
normal,38,run_5,955760.0,20.0,198.4,20705.9,11102.1,20.54,632.0,5785.0,988200.0
normal,39,run_1,955760.0,20.0,198.4,23623.5,11185.5,20.54,598.0,6254.0,991167.0
normal,39,run_2,955760.0,20.0,198.4,15121.5,11110.5,20.54,5685.0,20988.0,987677.0
normal,39,run_3,955760.0,20.0,198.4,14202.9,11107.1,20.54,3740.0,11907.0,984810.0
normal,39,run_4,955760.0,20.0,198.4,17729.9,11160.1,20.54,1299.0,17257.0,985949.0
normal,39,run_5,955760.0,20.0,198.4,13729.5,11106.5,20.54,1867.0,10533.0,982463.0
