distribution,n,run,qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,total
normal,4,run_1,955760.0,20.0,198.4,2102.9,10701.1,20.54,433.0,433.0,968997.0
normal,4,run_2,955760.0,20.0,198.4,2180.1,10769.9,20.54,2130.0,2130.0,970840.0
normal,4,run_3,955760.0,20.0,198.4,2021.9,10771.1,20.54,2051.0,2051.0,970604.0
normal,4,run_4,955760.0,20.0,198.4,2910.1,10767.9,20.54,2116.0,2116.0,971554.0
normal,4,run_5,955760.0,20.0,198.4,2598.9,10771.1,20.54,3839.0,3839.0,972969.0
normal,40,run_1,955760.0,20.0,198.4,17879.1,11114.9,20.54,1453.0,6007.0,986207.0
normal,40,run_2,955760.0,20.0,198.4,15921.9,11170.1,20.54,1786.0,8882.0,984638.0
normal,40,run_3,955760.0,20.0,198.4,20599.49,11132.51,20.54,1276.0,7280.0,988768.0
normal,40,run_4,955760.0,20.0,198.4,21270.3,11191.7,20.54,1097.0,6189.0,989319.0
normal,40,run_5,955760.0,20.0,198.4,22429.7,11218.3,20.54,837.0,8161.0,990245.0
normal,41,run_1,955760.0,20.0,198.4,18299.3,11190.7,20.54,2793.0,14478.0,988043.0
normal,41,run_2,955760.0,20.0,198.4,21344.69,11159.31,20.54,851.0,9387.0,989115.0
normal,41,run_3,955760.0,20.0,198.4,21905.29,11127.71,20.54,997.0,7568.0,989790.0
normal,41,run_4,955760.0,20.0,198.4,21940.3,11202.7,20.54,921.0,7409.0,989824.0
normal,41,run_5,955760.0,20.0,198.4,19388.69,11120.31,20.54,1277.0,5968.0,987546.0
normal,42,run_1,955760.0,20.0,198.4,19797.7,11194.3,20.54,919.0,6484.0,987671.0
normal,42,run_2,955760.0,20.0,198.4,19306.3,11196.7,20.54,1696.0,7744.0,987959.0
normal,42,run_3,955760.0,20.0,198.4,15225.29,11127.71,20.54,1945.0,6026.0,984058.0
normal,42,run_4,955760.0,20.0,198.4,21553.5,11119.5,20.54,1117.0,6399.0,989550.0
normal,42,run_5,955760.0,20.0,198.4,22162.7,11231.3,20.54,1886.0,8420.0,991040.0
normal,43,run_1,955760.0,20.0,198.4,21866.49,11141.51,20.54,1702.0,10149.0,990470.0
normal,43,run_2,955760.0,20.0,198.4,22451.1,11205.9,20.54,1492.0,9084.0,990909.0
normal,43,run_3,955760.0,20.0,198.4,22531.9,11208.1,20.54,857.0,8352.0,990357.0
normal,43,run_4,955760.0,20.0,198.4,18285.3,11199.7,20.54,974.0,6265.0,986219.0
normal,43,run_5,955760.0,20.0,198.4,19304.29,11122.71,20.54,1112.0,7328.0,987299.0
normal,44,run_1,955760.0,20.0,198.4,26489.7,11218.3,20.54,963.0,9238.0,994431.0
normal,44,run_2,955760.0,20.0,198.4,20841.7,11225.3,20.54,997.0,11415.0,988824.0
normal,44,run_3,955760.0,20.0,198.4,21096.49,11147.51,20.54,1753.0,7864.0,989757.0
normal,44,run_4,955760.0,20.0,198.4,18860.9,11214.1,20.54,1432.0,7966.0,987267.0
normal,44,run_5,955760.0,20.0,198.4,19431.9,11191.1,20.54,1221.0,9950.0,987604.0
normal,45,run_1,955760.0,20.0,198.4,19666.29,11144.71,20.54,2073.0,9010.0,988644.0
normal,45,run_2,955760.0,20.0,198.4,19308.89,11170.11,20.54,1087.0,9763.0,987326.0
normal,45,run_3,955760.0,20.0,198.4,18464.69,11152.31,20.54,1704.0,10563.0,987081.0
normal,45,run_4,955760.0,20.0,198.4,18148.29,11163.71,20.54,1023.0,6892.0,986095.0
normal,45,run_5,955760.0,20.0,198.4,22363.09,11129.91,20.54,842.0,17950.0,990095.0
normal,46,run_1,955760.0,20.0,198.4,26304.5,11207.5,20.54,709.0,20639.0,993981.0
normal,46,run_2,955760.0,20.0,198.4,27350.29,11178.71,20.54,742.0,12010.0,995031.0
normal,46,run_3,955760.0,20.0,198.4,26417.29,11172.71,20.54,1535.0,11183.0,994885.0
normal,46,run_4,955760.0,20.0,198.4,23523.7,11218.3,20.54,1143.0,9098.0,991645.0
normal,46,run_5,955760.0,20.0,198.4,20656.49,11138.51,20.54,1087.0,9684.0,988642.0
normal,47,run_1,955760.0,20.0,198.4,23477.1,11229.9,20.54,890.0,18146.0,991357.0
normal,47,run_2,955760.0,20.0,198.4,20483.29,11158.71,20.54,1005.0,8661.0,988407.0
normal,47,run_3,955760.0,20.0,198.4,25617.09,11180.91,20.54,1265.0,15789.0,993823.0
normal,47,run_4,955760.0,20.0,198.4,20783.29,11173.71,20.54,1131.0,12604.0,988848.0
normal,47,run_5,955760.0,20.0,198.4,26055.29,11145.71,20.54,1375.0,9639.0,994336.0
normal,48,run_1,955760.0,20.0,198.4,26768.5,11231.5,20.54,749.0,13246.0,994509.0
normal,48,run_2,955760.0,20.0,198.4,26280.89,11157.11,20.54,728.0,10051.0,993926.0
normal,48,run_3,955760.0,20.0,198.4,26793.9,11250.1,20.54,739.0,11106.0,994543.0
normal,48,run_4,955760.0,20.0,198.4,26925.5,11224.5,20.54,737.0,10776.0,994647.0
normal,48,run_5,955760.0,20.0,198.4,26952.7,11255.3,20.54,826.0,9831.0,994794.0
normal,49,run_1,955760.0,20.0,198.4,25523.89,11161.11,20.54,710.0,8686.0,993155.0
normal,49,run_2,955760.0,20.0,198.4,25960.7,11248.3,20.54,2199.0,20741.0,995168.0
normal,49,run_3,955760.0,20.0,198.4,23389.09,11181.91,20.54,866.0,9745.0,991197.0
normal,49,run_4,955760.0,20.0,198.4,25842.69,11191.31,20.54,3655.0,16748.0,996449.0
normal,49,run_5,955760.0,20.0,198.4,24549.29,11154.71,20.54,1507.0,9487.0,992971.0
normal,5,run_1,955760.0,20.0,198.4,2485.7,10700.3,20.54,369.0,369.0,969315.0
normal,5,run_2,955760.0,20.0,198.4,2255.7,10772.3,20.54,359.0,359.0,969147.0
normal,5,run_3,955760.0,20.0,198.4,1750.9,10772.1,20.54,773.0,773.0,969056.0
normal,5,run_4,955760.0,20.0,198.4,1788.1,10775.9,20.54,372.0,372.0,968696.0
normal,5,run_5,955760.0,20.0,198.4,3379.5,10775.5,20.54,1297.0,1297.0,971212.0
normal,50,run_1,955760.0,20.0,198.4,24338.09,11202.91,20.54,3786.0,23057.0,995087.0
normal,50,run_2,955760.0,20.0,198.4,26014.29,11173.71,20.54,875.0,9202.0,993823.0
normal,50,run_3,955760.0,20.0,198.4,23738.7,11253.3,20.54,1745.0,12657.0,992497.0
normal,50,run_4,955760.0,20.0,198.4,22719.49,11172.51,20.54,3505.0,25189.0,993157.0
normal,50,run_5,955760.0,20.0,198.4,25124.49,11192.51,20.54,1494.0,8942.0,993571.0
normal,51,run_1,955760.0,20.0,198.4,25260.5,11268.5,20.54,798.0,18979.0,993087.0
normal,51,run_2,955760.0,20.0,198.4,27205.09,11221.91,20.54,757.0,10806.0,994944.0
normal,51,run_3,955760.0,20.0,198.4,20699.7,11180.3,20.54,3718.0,18881.0,991358.0
normal,51,run_4,955760.0,20.0,198.4,25989.09,11178.91,20.54,1637.0,11034.0,994565.0
normal,51,run_5,955760.0,20.0,198.4,25019.09,11212.91,20.54,1880.0,11498.0,993872.0
normal,52,run_1,955760.0,20.0,198.4,27053.5,11259.5,20.54,960.0,8795.0,995033.0
normal,52,run_2,955760.0,20.0,198.4,27143.29,11208.71,20.54,1798.0,22225.0,995910.0
normal,52,run_3,955760.0,20.0,198.4,25916.1,11263.9,20.54,3504.0,12006.0,996444.0
normal,52,run_4,955760.0,20.0,198.4,21929.29,11176.71,20.54,2072.0,8288.0,990938.0
normal,52,run_5,955760.0,20.0,198.4,28344.89,11210.11,20.54,883.0,10726.0,996198.0
normal,53,run_1,955760.0,20.0,198.4,28109.5,11267.5,20.54,3556.0,21095.0,998693.0
normal,53,run_2,955760.0,20.0,198.4,26987.09,11206.91,20.54,1741.0,24251.0,995695.0
normal,53,run_3,955760.0,20.0,198.4,28116.49,11195.51,20.54,726.0,8860.0,995798.0
normal,53,run_4,955760.0,20.0,198.4,26164.89,11185.11,20.54,1499.0,15975.0,994609.0
normal,53,run_5,955760.0,20.0,198.4,27801.89,11209.11,20.54,1340.0,11632.0,996111.0
normal,54,run_1,955760.0,20.0,198.4,27310.09,11202.91,20.54,1800.0,13357.0,996073.0
normal,54,run_2,955760.0,20.0,198.4,27611.9,11267.1,20.54,1522.0,10011.0,996161.0
normal,54,run_3,955760.0,20.0,198.4,27730.1,11286.9,20.54,1285.0,8986.0,996062.0
normal,54,run_4,955760.0,20.0,198.4,27645.89,11198.11,20.54,1623.0,12019.0,996227.0
normal,54,run_5,955760.0,20.0,198.4,27780.7,11286.3,20.54,1045.0,12626.0,995872.0
normal,55,run_1,955760.0,20.0,198.4,29248.9,11280.1,20.54,943.0,12684.0,997232.0
normal,55,run_2,955760.0,20.0,198.4,28124.3,11248.7,20.54,1799.0,16734.0,996932.0
normal,55,run_3,955760.0,20.0,198.4,29509.69,11190.31,20.54,1325.0,19674.0,997785.0
normal,55,run_4,955760.0,20.0,198.4,27515.5,11250.5,20.54,3064.0,25109.0,997590.0
normal,55,run_5,955760.0,20.0,198.4,27428.3,11268.7,20.54,1115.0,13708.0,995572.0
normal,56,run_1,955760.0,20.0,198.4,28373.29,11207.71,20.54,5078.0,28413.0,1000419.0
normal,56,run_2,955760.0,20.0,198.4,30731.69,11223.31,20.54,1231.0,12279.0,998946.0
normal,56,run_3,955760.0,20.0,198.4,30091.7,11278.3,20.54,885.0,11747.0,998015.0
normal,56,run_4,955760.0,20.0,198.4,30577.5,11288.5,20.54,1888.0,14423.0,999514.0
normal,56,run_5,955760.0,20.0,198.4,27977.9,11277.1,20.54,1025.0,10915.0,996040.0
normal,57,run_1,955760.0,20.0,198.4,28938.1,11285.9,20.54,1236.0,15237.0,997220.0
normal,57,run_2,955760.0,20.0,198.4,29701.89,11221.11,20.54,1629.0,11660.0,998312.0
normal,57,run_3,955760.0,20.0,198.4,31290.49,11227.51,20.54,1596.0,11292.0,999874.0
normal,57,run_4,955760.0,20.0,198.4,29264.7,11283.3,20.54,1484.0,10655.0,997792.0
normal,57,run_5,955760.0,20.0,198.4,30346.7,11287.3,20.54,1662.0,17619.0,999056.0
normal,58,run_1,955760.0,20.0,198.4,29156.09,11235.91,20.54,1702.0,11955.0,997854.0
normal,58,run_2,955760.0,20.0,198.4,28136.89,11220.11,20.54,1464.0,9807.0,996581.0
normal,58,run_3,955760.0,20.0,198.4,30490.1,11304.9,20.54,1736.0,15305.0,999291.0
normal,58,run_4,955760.0,20.0,198.4,30384.29,11220.71,20.54,1017.0,10146.0,998382.0
normal,58,run_5,955760.0,20.0,198.4,31090.3,11301.7,20.54,960.0,16809.0,999112.0
normal,59,run_1,955760.0,20.0,198.4,29128.9,11285.1,20.54,1944.0,13069.0,998118.0
normal,59,run_2,955760.0,20.0,198.4,30648.29,11215.71,20.54,1567.0,14581.0,999191.0
normal,59,run_3,955760.0,20.0,198.4,30649.1,11286.9,20.54,955.0,17599.0,998651.0
normal,59,run_4,955760.0,20.0,198.4,31483.89,11239.11,20.54,1885.0,15471.0,1000368.0
normal,59,run_5,955760.0,20.0,198.4,30223.9,11274.1,20.54,3949.0,26652.0,1001207.0
normal,6,run_1,955760.0,20.0,198.4,2139.9,10711.1,20.54,1489.0,1489.0,970100.0
normal,6,run_2,955760.0,20.0,198.4,1932.9,10785.1,20.54,412.0,412.0,968890.0
normal,6,run_3,955760.0,20.0,198.4,2064.9,10785.1,20.54,381.0,381.0,968991.0
normal,6,run_4,955760.0,20.0,198.4,2843.3,10786.7,20.54,2106.0,2106.0,971496.0
normal,6,run_5,955760.0,20.0,198.4,2232.7,10715.3,20.54,504.0,504.0,969212.0
normal,60,run_1,955760.0,20.0,198.4,29962.69,11205.31,20.54,3898.0,23985.0,1000826.0
normal,60,run_2,955760.0,20.0,198.4,31890.09,11224.91,20.54,2036.0,12945.0,1000911.0
normal,60,run_3,955760.0,20.0,198.4,31704.1,11291.9,20.54,1361.0,13752.0,1000117.0
normal,60,run_4,955760.0,20.0,198.4,30966.5,11282.5,20.54,1035.0,13342.0,999044.0
normal,60,run_5,955760.0,20.0,198.4,29031.09,11217.91,20.54,1560.0,10876.0,997569.0
normal,61,run_1,955760.0,20.0,198.4,30773.29,11226.71,20.54,1127.0,11908.0,998887.0
normal,61,run_2,955760.0,20.0,198.4,30603.3,11290.7,20.54,821.0,19908.0,998475.0
normal,61,run_3,955760.0,20.0,198.4,32288.49,11235.51,20.54,1575.0,12363.0,1000859.0
normal,61,run_4,955760.0,20.0,198.4,33042.9,11328.1,20.54,1832.0,14268.0,1001963.0
normal,61,run_5,955760.0,20.0,198.4,32849.69,11211.31,20.54,1027.0,11729.0,1000848.0
normal,62,run_1,955760.0,20.0,198.4,32743.9,11286.1,20.54,1634.0,12508.0,1001424.0
normal,62,run_2,955760.0,20.0,198.4,32845.69,11252.31,20.54,965.0,12077.0,1000823.0
normal,62,run_3,955760.0,20.0,198.4,32539.5,11300.5,20.54,4775.0,16626.0,1004375.0
normal,62,run_4,955760.0,20.0,198.4,34145.89,11257.11,20.54,4257.0,29557.0,1005420.0
normal,62,run_5,955760.0,20.0,198.4,31956.7,11309.3,20.54,1539.0,17866.0,1000565.0
normal,63,run_1,955760.0,20.0,198.4,33962.5,11301.5,20.54,1569.0,15084.0,1002593.0
normal,63,run_2,955760.0,20.0,198.4,31702.89,11247.11,20.54,1124.0,15047.0,999834.0
normal,63,run_3,955760.0,20.0,198.4,33480.49,11254.51,20.54,1779.0,16471.0,1002274.0
normal,63,run_4,955760.0,20.0,198.4,29999.69,11205.31,20.54,2592.0,18246.0,999557.0
normal,63,run_5,955760.0,20.0,198.4,31003.9,11276.1,20.54,1823.0,14249.0,999863.0
normal,64,run_1,955760.0,20.0,198.4,33633.49,11248.51,20.54,1249.0,14402.0,1001891.0
normal,64,run_2,955760.0,20.0,198.4,32370.9,11299.1,20.54,1066.0,14606.0,1000496.0
normal,64,run_3,955760.0,20.0,198.4,33086.7,11305.3,20.54,2509.0,18831.0,1002661.0
normal,64,run_4,955760.0,20.0,198.4,33987.29,11252.71,20.54,2161.0,17710.0,1003161.0
normal,64,run_5,955760.0,20.0,198.4,34402.1,11327.9,20.54,1424.0,16336.0,1002914.0
normal,65,run_1,955760.0,20.0,198.4,34498.3,11316.7,20.54,4089.0,24120.0,1005664.0
normal,65,run_2,955760.0,20.0,198.4,33933.09,11255.91,20.54,2009.0,15091.0,1002958.0
normal,65,run_3,955760.0,20.0,198.4,34168.9,11315.1,20.54,1642.0,14084.0,1002886.0
normal,65,run_4,955760.0,20.0,198.4,32322.49,11249.51,20.54,1993.0,19407.0,1001325.0
normal,65,run_5,955760.0,20.0,198.4,34528.3,11312.7,20.54,2079.0,17368.0,1003680.0
normal,7,run_1,955760.0,20.0,198.4,2065.9,10795.1,20.54,1127.0,1127.0,969748.0
normal,7,run_2,955760.0,20.0,198.4,2288.3,10787.7,20.54,556.0,556.0,969392.0
normal,7,run_3,955760.0,20.0,198.4,2997.1,10793.9,20.54,423.0,423.0,969974.0
normal,7,run_4,955760.0,20.0,198.4,2110.9,10715.1,20.54,453.0,453.0,969039.0
normal,7,run_5,955760.0,20.0,198.4,2013.1,10788.9,20.54,437.0,437.0,968999.0
normal,8,run_1,955760.0,20.0,198.4,1619.5,10800.5,20.54,1566.0,1566.0,969746.0
normal,8,run_2,955760.0,20.0,198.4,1565.5,10799.5,20.54,509.0,509.0,968634.0
normal,8,run_3,955760.0,20.0,198.4,1996.1,10739.9,20.54,1731.0,1731.0,970227.0
normal,8,run_4,955760.0,20.0,198.4,3347.7,10730.3,20.54,722.0,722.0,970560.0
normal,8,run_5,955760.0,20.0,198.4,2591.9,10807.1,20.54,1531.0,1531.0,970690.0
normal,9,run_1,955760.0,20.0,198.4,1843.7,10809.3,20.54,1001.0,1001.0,969414.0
normal,9,run_2,955760.0,20.0,198.4,1717.7,10818.3,20.54,1379.0,1379.0,969675.0
normal,9,run_3,955760.0,20.0,198.4,3195.7,10746.3,20.54,914.0,914.0,970616.0
normal,9,run_4,955760.0,20.0,198.4,2123.3,10811.7,20.54,2282.0,2282.0,970977.0
normal,9,run_5,955760.0,20.0,198.4,1924.9,10814.1,20.54,2349.0,2349.0,970848.0
uniform,10,run_1,955760.0,20.0,198.4,3021.1,10829.9,20.54,822.0,822.0,970433.0
uniform,10,run_2,955760.0,20.0,198.4,3406.29,10756.71,20.54,2000.0,2000.0,971923.0
uniform,10,run_3,955760.0,20.0,198.4,3444.29,10755.71,20.54,778.0,778.0,970738.0
uniform,10,run_4,955760.0,20.0,198.4,2846.49,10749.51,20.54,1312.0,1312.0,970668.0
uniform,10,run_5,955760.0,20.0,198.4,3114.89,10747.11,20.54,843.0,843.0,970465.0
uniform,11,run_1,955760.0,20.0,198.4,3298.7,10844.3,20.54,1841.0,1841.0,971744.0
uniform,11,run_2,955760.0,20.0,198.4,2891.09,10761.91,20.54,942.0,942.0,970355.0
uniform,11,run_3,955760.0,20.0,198.4,3319.29,10761.71,20.54,2683.0,2683.0,972524.0
uniform,11,run_4,955760.0,20.0,198.4,4681.49,10753.51,20.54,1717.0,1717.0,972912.0
uniform,11,run_5,955760.0,20.0,198.4,2881.29,10764.71,20.54,2057.0,2057.0,971463.0
uniform,12,run_1,955760.0,20.0,198.4,2976.09,10785.91,20.54,1393.0,1393.0,970915.0
uniform,12,run_2,955760.0,20.0,198.4,3261.5,10867.5,20.54,1279.0,1279.0,971168.0
uniform,12,run_3,955760.0,20.0,198.4,4658.09,10782.91,20.54,1225.0,1225.0,972426.0
uniform,12,run_4,955760.0,20.0,198.4,2888.09,10780.91,20.54,5302.0,5302.0,974731.0
uniform,12,run_5,955760.0,20.0,198.4,3040.89,10772.11,20.54,4329.0,4329.0,973902.0
uniform,13,run_1,955760.0,20.0,198.4,3180.29,10788.71,20.54,4397.0,4397.0,974126.0
uniform,13,run_2,955760.0,20.0,198.4,4089.5,10862.5,20.54,3625.0,3625.0,974337.0
uniform,13,run_3,955760.0,20.0,198.4,2964.1,10870.9,20.54,4392.0,4392.0,973987.0
uniform,13,run_4,955760.0,20.0,198.4,4037.69,10781.31,20.54,2779.0,2779.0,973358.0
uniform,13,run_5,955760.0,20.0,198.4,2978.89,10775.11,20.54,2620.0,2620.0,972134.0
uniform,14,run_1,955760.0,20.0,198.4,5344.89,10810.11,20.54,550.0,2929.0,972465.0
uniform,14,run_2,955760.0,20.0,198.4,4413.09,10807.91,20.54,1160.0,1808.0,972141.0
uniform,14,run_3,955760.0,20.0,198.4,3199.9,10894.1,20.54,2687.0,2687.0,972541.0
uniform,14,run_4,955760.0,20.0,198.4,3710.1,10883.9,20.54,2785.0,2785.0,973139.0
uniform,14,run_5,955760.0,20.0,198.4,4588.29,10789.71,20.54,3148.0,5608.0,974286.0
uniform,15,run_1,955760.0,20.0,198.4,3756.09,10820.91,20.54,2864.0,2864.0,973201.0
uniform,15,run_2,955760.0,20.0,198.4,6278.29,10809.71,20.54,3972.0,8350.0,976820.0
uniform,15,run_3,955760.0,20.0,198.4,4486.5,10917.5,20.54,2199.0,4739.0,973363.0
uniform,15,run_4,955760.0,20.0,198.4,3534.3,10897.7,20.54,1970.0,1970.0,972162.0
uniform,15,run_5,955760.0,20.0,198.4,4982.1,10919.9,20.54,397.0,1735.0,972059.0
uniform,16,run_1,955760.0,20.0,198.4,6064.29,10834.71,20.54,532.0,2917.0,973191.0
uniform,16,run_2,955760.0,20.0,198.4,3512.69,10842.31,20.54,2545.0,2545.0,972660.0
uniform,16,run_3,955760.0,20.0,198.4,4214.89,10836.11,20.54,3944.0,6530.0,974755.0
uniform,16,run_4,955760.0,20.0,198.4,4043.9,10936.1,20.54,3002.0,3002.0,973742.0
uniform,16,run_5,955760.0,20.0,198.4,5387.9,10910.1,20.54,2158.0,4683.0,974216.0
uniform,17,run_1,955760.0,20.0,198.4,5378.89,10831.11,20.54,3079.0,5804.0,975049.0
uniform,17,run_2,955760.0,20.0,198.4,4428.29,10852.71,20.54,2330.0,5018.0,973371.0
uniform,17,run_3,955760.0,20.0,198.4,6496.09,10860.91,20.54,3969.0,7126.0,977086.0
uniform,17,run_4,955760.0,20.0,198.4,4261.5,10932.5,20.54,4916.0,4916.0,975870.0
uniform,17,run_5,955760.0,20.0,198.4,4378.1,10934.9,20.54,2167.0,4815.0,973240.0
uniform,18,run_1,955760.0,20.0,198.4,5455.3,10964.7,20.54,1353.0,5874.0,973533.0
uniform,18,run_2,955760.0,20.0,198.4,5383.29,10889.71,20.54,813.0,1573.0,972846.0
uniform,18,run_3,955760.0,20.0,198.4,5448.09,10879.91,20.54,2813.0,6235.0,974901.0
uniform,18,run_4,955760.0,20.0,198.4,5652.3,10964.7,20.54,752.0,2058.0,973129.0
uniform,18,run_5,955760.0,20.0,198.4,6459.5,10968.5,20.54,791.0,2099.0,973979.0
uniform,19,run_1,955760.0,20.0,198.4,5016.3,10973.7,20.54,940.0,2493.0,972690.0
uniform,19,run_2,955760.0,20.0,198.4,5540.09,10898.91,20.54,1021.0,2128.0,973220.0
uniform,19,run_3,955760.0,20.0,198.4,6049.9,10962.1,20.54,603.0,2212.0,973375.0
uniform,19,run_4,955760.0,20.0,198.4,6616.9,10991.1,20.54,787.0,2102.0,974155.0
uniform,19,run_5,955760.0,20.0,198.4,5167.1,10974.9,20.54,2614.0,5244.0,974516.0
uniform,2,run_1,955760.0,20.0,198.4,2874.5,10770.5,20.54,844.0,844.0,970249.0
uniform,2,run_2,955760.0,20.0,198.4,2057.89,10684.11,20.54,665.0,665.0,969167.0
uniform,2,run_3,955760.0,20.0,198.4,1959.49,10684.51,20.54,1055.0,1055.0,969459.0
uniform,2,run_4,955760.0,20.0,198.4,2403.09,10685.91,20.54,344.0,344.0,969193.0
uniform,2,run_5,955760.0,20.0,198.4,3259.09,10685.91,20.54,870.0,870.0,970575.0
uniform,20,run_1,955760.0,20.0,198.4,5691.69,10918.31,20.54,896.0,2296.0,973266.0
uniform,20,run_2,955760.0,20.0,198.4,5247.49,10887.51,20.54,837.0,3915.0,972732.0
uniform,20,run_3,955760.0,20.0,198.4,7981.49,10911.51,20.54,2509.0,7662.0,977162.0
uniform,20,run_4,955760.0,20.0,198.4,6611.9,10982.1,20.54,3238.0,6013.0,976592.0
uniform,20,run_5,955760.0,20.0,198.4,7285.3,11002.7,20.54,378.0,2572.0,974426.0
uniform,21,run_1,955760.0,20.0,198.4,7614.69,10914.31,20.54,4210.0,8038.0,978499.0
uniform,21,run_2,955760.0,20.0,198.4,6544.89,10920.11,20.54,1344.0,8627.0,974569.0
uniform,21,run_3,955760.0,20.0,198.4,6718.69,10940.31,20.54,2250.0,8007.0,975669.0
uniform,21,run_4,955760.0,20.0,198.4,8353.9,11002.1,20.54,2260.0,8375.0,977376.0
uniform,21,run_5,955760.0,20.0,198.4,6971.7,11004.3,20.54,614.0,3264.0,974350.0
uniform,22,run_1,955760.0,20.0,198.4,8158.09,10936.91,20.54,2267.0,5953.0,977122.0
uniform,22,run_2,955760.0,20.0,198.4,7325.09,10955.91,20.54,1020.0,8053.0,975061.0
uniform,22,run_3,955760.0,20.0,198.4,11276.89,10932.11,20.54,3061.0,9303.0,981030.0
uniform,22,run_4,955760.0,20.0,198.4,7464.3,11025.7,20.54,1463.0,5582.0,975713.0
uniform,22,run_5,955760.0,20.0,198.4,6106.7,11001.3,20.54,746.0,4028.0,973614.0
uniform,23,run_1,955760.0,20.0,198.4,8418.49,10925.51,20.54,2820.0,6707.0,977924.0
uniform,23,run_2,955760.0,20.0,198.4,10107.29,10952.71,20.54,857.0,4260.0,977677.0
uniform,23,run_3,955760.0,20.0,198.4,6659.9,11001.1,20.54,1221.0,2863.0,974642.0
uniform,23,run_4,955760.0,20.0,198.4,5883.5,11021.5,20.54,1345.0,2859.0,974010.0
uniform,23,run_5,955760.0,20.0,198.4,8732.7,11036.3,20.54,1048.0,3344.0,976577.0
uniform,24,run_1,955760.0,20.0,198.4,7255.69,10941.31,20.54,1402.0,3051.0,975359.0
uniform,24,run_2,955760.0,20.0,198.4,7323.7,11035.3,20.54,990.0,3372.0,975109.0
uniform,24,run_3,955760.0,20.0,198.4,9508.1,11047.9,20.54,2351.0,9462.0,978667.0
uniform,24,run_4,955760.0,20.0,198.4,8846.3,11031.7,20.54,3861.0,9982.0,979499.0
uniform,24,run_5,955760.0,20.0,198.4,6843.29,10959.71,20.54,1367.0,3672.0,974930.0
uniform,25,run_1,955760.0,20.0,198.4,9060.3,11055.7,20.54,1089.0,3142.0,976965.0
